Sentence,Aspect,Sentiment,PartyLabel
the $T$ to determine that it was appropriate to consider as one factor the sex of Ms. Joyce in making its decision.,agency,1,1
" Lee had in fact pleaded guilty to an “aggravated felony” under the Immigration and Nationality Act, 8 U. S. C. §1101(a)(43)(B), so he was, contrary to his $T$’s advice, subject to mandatory deportation as a result of that plea.",attorney,0,0
" Lee had in fact pleaded guilty to an “aggravated felony” under the Immigration and Nationality Act, 8 U. S. C. §1101(a)(43)(B), so he was, contrary to his $T$’s advice, subject to mandatory deportation as a result of that plea.",lee,-1,0
" Lee had in fact pleaded guilty to an “aggravated felony” under the Immigration and Nationality Act, 8 U. S. C. §1101(a)(43)(B), so he was, contrary to his $T$’s advice, subject to mandatory deportation as a result of that plea.", he,-1,0
" Lee had in fact pleaded guilty to an “aggravated felony” under the Immigration and Nationality Act, 8 U. S. C. §1101(a)(43)(B), so he was, contrary to his $T$’s advice, subject to mandatory deportation as a result of that plea.", his,-1,0
"With regard to the four seats on the Panel devoted to the citizenry at large, the city charter holds the $T$ accountable only at the polls.",Mayor,-1,0
"Based on its independent review of the record, the Court of Appeals instead concluded that ""the jury must have found when it acquitted [$T$] that [he] did not have any insider information that contradicted what was presented to the public.""",petitioner,1,0
$T$ had sold only two ounces of cocaine,she,-1,0
the testimony was true as to $T$.,Kretske,-1,0
"The forfeiture rule thus had no place in Woodcock or Dingler, not because of the state of mind of the $T$ when he committed his crime, but because the victim testimony was not a properly taken Marian statement.",defendant,1,1
"The forfeiture rule thus had no place in Woodcock or Dingler, not because of the state of mind of the $T$ when he committed his crime, but because the victim testimony was not a properly taken Marian statement.", he,1,1
"The forfeiture rule thus had no place in Woodcock or Dingler, not because of the state of mind of the $T$ when he committed his crime, but because the victim testimony was not a properly taken Marian statement.", his,1,1
"The Court of Appeals reversed, concluding that Churchill speech, viewed in the light most favorable to her, was on a matter of public concern and was not disruptive, and that the inquiry must turn on what $T$ speech actually was, as determined by a jury, not on what the employer thought it was.",her,1,1
"The Court of Appeals reversed, concluding that Churchill speech, viewed in the light most favorable to her, was on a matter of public concern and was not disruptive, and that the inquiry must turn on what $T$ speech actually was, as determined by a jury, not on what the employer thought it was.",Churchill,1,1
"The Court of Appeals reversed, concluding that Churchill speech, viewed in the light most favorable to her, was on a matter of public concern and was not disruptive, and that the inquiry must turn on what $T$ speech actually was, as determined by a jury, not on what the employer thought it was.", her,1,1
the $T$ decision to testify was motivated solely by his desire to comply with a subpoena.,plaintiff,1,0
the $T$ decision to testify was motivated solely by his desire to comply with a subpoena., his,1,0
"Indeed, New York thought it was affording $T$ such a hearing, and not without support in the decisions of this Court, 23 when it submitted the issue of voluntariness to the same jury that adjudicated guilt",Jackson,1,0
"After his wife left him, $T$ Anthony Douglas Elonis, under the pseudonym ""Tone Dougie,"" used the social networking Web site Facebook to post self-styled rap lyrics containing graphically violent language and imagery concerning his wife, co-workers, a kindergarten class, and state and federal law enforcement",petitioner elonis,-1,0
"After his wife left him, $T$ Anthony Douglas Elonis, under the pseudonym ""Tone Dougie,"" used the social networking Web site Facebook to post self-styled rap lyrics containing graphically violent language and imagery concerning his wife, co-workers, a kindergarten class, and state and federal law enforcement", him,-1,0
"After his wife left him, $T$ Anthony Douglas Elonis, under the pseudonym ""Tone Dougie,"" used the social networking Web site Facebook to post self-styled rap lyrics containing graphically violent language and imagery concerning his wife, co-workers, a kindergarten class, and state and federal law enforcement", his,-1,0
"$T$ denied ordering his son to perform fellatio on him, but admitted to masturbating in front of his son from a distance of less than three feet.",shatzer,-1,1
"$T$ denied ordering his son to perform fellatio on him, but admitted to masturbating in front of his son from a distance of less than three feet.", his,-1,1
"$T$ denied ordering his son to perform fellatio on him, but admitted to masturbating in front of his son from a distance of less than three feet.", him,-1,1
The indictment also charged petitioner with money laundering for conducting various transactions with the proceeds of $T$ stock sales.,his,-1,0
The indictment also charged petitioner with money laundering for conducting various transactions with the proceeds of $T$ stock sales.,petitioner,-1,0
"In addition, $T$ has also received a settlement of $142,000.",respondent fitzgerald,1,1
"That is precisely the Government’s position here: Elonis can be convicted, the Government contends, if $T$ himself knew the contents and context of his posts, and a reasonable person would have recognized that the posts would be read as genuine threats.",he,-1,0
"That is precisely the Government’s position here: Elonis can be convicted, the Government contends, if $T$ himself knew the contents and context of his posts, and a reasonable person would have recognized that the posts would be read as genuine threats.",elonis,-1,0
"That is precisely the Government’s position here: Elonis can be convicted, the Government contends, if $T$ himself knew the contents and context of his posts, and a reasonable person would have recognized that the posts would be read as genuine threats.", his,-1,0
$T$ might have a defense to one count on the theory,she,1,0
$T$ violation of Miss Adickes rights under the Public Accommodations Title could properly serve as a basis for recovery under 1983.,Kress,-1,1
Section 881 requires only that the $T$ show probable cause,government,1,1
"While Mr. $T$ does not advance a constitutional claim here, it is most unlikely that Title VII was intended to place a lesser restraint on discrimination by public actors than is established by the Constitution.",johnson,-1,0
"The amended complaint alleged, among other things, that $T$ conspired to exclude Pinhas from the Los Angeles ophthalmological services market when he refused to follow an unnecessarily costly surgical procedure used at Midway.",Petitioner,1,0
"The amended complaint alleged, among other things, that $T$ conspired to exclude Pinhas from the Los Angeles ophthalmological services market when he refused to follow an unnecessarily costly surgical procedure used at Midway.", Midway,1,0
The indictment also charged $T$ with money laundering for conducting various transactions with the proceeds of his stock sales.,petitioner,-1,0
The indictment also charged $T$ with money laundering for conducting various transactions with the proceeds of his stock sales., his,-1,0
"In respondent civil damages action in Federal District Court based on his alleged unlawful discharge from employment in the Department of the Air Force, Petitioner, White House aides to former President Nixon, were $T$ with him and were claimed to have participated in the same alleged conspiracy to violate respondent constitutional and statutory rights as was involved in Nixon v. Fitzgerald, ante, p. 731.",codefendant,-1,0
"In respondent civil damages action in Federal District Court based on his alleged unlawful discharge from employment in the Department of the Air Force, Petitioner, White House aides to former President Nixon, were $T$ with him and were claimed to have participated in the same alleged conspiracy to violate respondent constitutional and statutory rights as was involved in Nixon v. Fitzgerald, ante, p. 731.",petitioner,-1,0
"In respondent civil damages action in Federal District Court based on his alleged unlawful discharge from employment in the Department of the Air Force, Petitioner, White House aides to former President Nixon, were $T$ with him and were claimed to have participated in the same alleged conspiracy to violate respondent constitutional and statutory rights as was involved in Nixon v. Fitzgerald, ante, p. 731.", respondent,-1,0
"A $T$ in petitioner’s shoes, therefore, would have suffered the same deportation consequences regardless of whether he accepted a plea or went to trial. ",defendant,-1,1
"A $T$ in petitioner’s shoes, therefore, would have suffered the same deportation consequences regardless of whether he accepted a plea or went to trial. ", he,-1,1
The convictions of Petitioner $T$ and Roth are in all respects upheld.,Kretske,-1,0
The convictions of Petitioner $T$ and Roth are in all respects upheld.,Petitioner,-1,0
The convictions of Petitioner $T$ and Roth are in all respects upheld., Roth,-1,0
"Schwab does not dispute that columns three and four apprised him that Reilly equated the total value of $T$ claimed exemptions in the equipment ($1,850 plus $8,868) with the equipment market value ($10,718).",her,1,1
"Schwab does not dispute that columns three and four apprised him that Reilly equated the total value of $T$ claimed exemptions in the equipment ($1,850 plus $8,868) with the equipment market value ($10,718).",reilly,1,1
"At the meeting of creditors, $T$ reiterated that she sought to keep the equipment in her possession; she would rather discontinue the bankruptcy proceeding, she made plain, than lose her equipment.",reilly,-1,1
"At the meeting of creditors, $T$ reiterated that she sought to keep the equipment in her possession; she would rather discontinue the bankruptcy proceeding, she made plain, than lose her equipment.", her,-1,1
"At the meeting of creditors, $T$ reiterated that she sought to keep the equipment in her possession; she would rather discontinue the bankruptcy proceeding, she made plain, than lose her equipment.", she,-1,1
"$T$ criticized Kathy Davis, saying her staffing policies threatened to ""ruin"" the hospital",she,-1,1
"$T$ criticized Kathy Davis, saying her staffing policies threatened to ""ruin"" the hospital", her,-1,1
"Thompson appealed, and $T$ conviction and capital sentence were affirmed.",his,-1,0
"Thompson appealed, and $T$ conviction and capital sentence were affirmed.",thompson,-1,0
Schwab failure to object entitled Reilly to exempt the full value of $T$ equipment,her,1,1
Schwab failure to object entitled Reilly to exempt the full value of $T$ equipment,reilly,1,1
"the conviction of $T$ must be set aside and the cause as to him remanded to the District [315 U.S. 60, 88]",Glasser,-1,0
"the conviction of $T$ must be set aside and the cause as to him remanded to the District [315 U.S. 60, 88]", him,-1,0
"$T$ argues that even if Lane testimony is protected under the First Amendment, the claims against him in his individual capacity should be dismissed on the basis of qualified immunity.",respondent franks,-1,1
Respondent avers that $T$ entered the conspiracy in their capacities as senior White House aides to former President Richard M. Nixon.,Petitioner,1,0
Respondent avers that $T$ entered the conspiracy in their capacities as senior White House aides to former President Richard M. Nixon., their,1,0
he would be represented by $T$,respondents,0,1
$T$ would have been better off going to trial.,he,0,1
"In announcing an intention to introduce testimony about $T$ similar prior offense, the prosecutor put Rompilla attorney on notice that the prospective defense on mitigation likely would be ineffective and counterproductive.",Rompilla,-1,0
"In announcing an intention to introduce testimony about $T$ similar prior offense, the prosecutor put Rompilla attorney on notice that the prospective defense on mitigation likely would be ineffective and counterproductive.",Rompilla attorney,0,0
"In announcing an intention to introduce testimony about $T$ similar prior offense, the prosecutor put Rompilla attorney on notice that the prospective defense on mitigation likely would be ineffective and counterproductive.", Rompilla,-1,0
"$T$ sought relief from the District Court, arguing",schwab,1,0
$T$ stood accused of a brutal crime.,Rompilla,-1,0
This is significant in relation to $T$ contention,Glasser,1,0
We reject Jackson alternative claim that even the undisputed evidence in this record shows $T$ confession to have been involuntary.,his,-1,0
We reject Jackson alternative claim that even the undisputed evidence in this record shows $T$ confession to have been involuntary.,Jackson,-1,0
"the securities fraud count, alleged that petitioner made false and misleading statements at the January 20, 2000, analyst conference or that$T$ failed to state facts necessary to prevent statements made by others from being misleading.", he,-1,0
"the securities fraud count, alleged that petitioner made false and misleading statements at the January 20, 2000, analyst conference or that$T$ failed to state facts necessary to prevent statements made by others from being misleading.",petitioner,-1,0
"$T$, then CACC president, terminated Lane along with 28 other employers in a claimed effort to address the financial difficulties.",respondent franks,-1,1
"$T$ made plain, than lose her equipment.",she,-1,1
"$T$ made plain, than lose her equipment.", her,-1,1
"so he was, contrary to $T$ attorney’s advice, subject to mandatory deportation as a result of that plea.",his,-1,0
"so he was, contrary to $T$ attorney’s advice, subject to mandatory deportation as a result of that plea.",he,-1,0
"In granting the Government summary judgment on the basis of an officer affidavit that Austin had brought two grams of cocaine from the mobile home to the body shop in order to consummate a prearranged sale there, the court rejected Austin argument that forfeiture of $T$ properties would violate the Eighth Amendment Excessive Fines Clause.",his,-1,0
"In granting the Government summary judgment on the basis of an officer affidavit that Austin had brought two grams of cocaine from the mobile home to the body shop in order to consummate a prearranged sale there, the court rejected Austin argument that forfeiture of $T$ properties would violate the Eighth Amendment Excessive Fines Clause.",austin,-1,0
$T$ has not pointed to any such information concerning the risks of IV-push administration.,levine,-1,1
"Respondents Irl $T$, Robert Anderson, and Betty Anderson filed suit against petitioner in Kansas state court, seeking interest payments on their suspended royalties which petitioner had possessed pending the Commission approval of the price increases.",Shutts,1,1
"Respondents Irl $T$, Robert Anderson, and Betty Anderson filed suit against petitioner in Kansas state court, seeking interest payments on their suspended royalties which petitioner had possessed pending the Commission approval of the price increases.",respondents,1,1
"Respondents Irl $T$, Robert Anderson, and Betty Anderson filed suit against petitioner in Kansas state court, seeking interest payments on their suspended royalties which petitioner had possessed pending the Commission approval of the price increases.", Anderson,1,1
Churchill right not to be dismissed in retaliation for $T$ expression of views on a matter of public concern,her,1,1
Churchill right not to be dismissed in retaliation for $T$ expression of views on a matter of public concern,Churchill,1,1
"Schwab does not dispute that columns three and four apprised $T$ that Reilly equated the total value of her claimed exemptions in the equipment ($1,850 plus $8,868) with the equipment market value ($10,718).",him,-1,0
"Schwab does not dispute that columns three and four apprised $T$ that Reilly equated the total value of her claimed exemptions in the equipment ($1,850 plus $8,868) with the equipment market value ($10,718).",schwab,-1,0
"Notably absent from the trial court purview is any first-person vantage on whether a $T$, when interrogated, was so situated as to be ""in custody"" for Miranda purposes.",defendant,1,1
"The District Court dismissed the amended complaint, but the Court of Appeals reversed, rejecting Petitioner argument that the Act jurisdictional requirements were not met because there was no allegation that interstate commerce would be affected by Pinhas removal from $T$ staff.",Midway,-1,0
"The District Court dismissed the amended complaint, but the Court of Appeals reversed, rejecting Petitioner argument that the Act jurisdictional requirements were not met because there was no allegation that interstate commerce would be affected by Pinhas removal from $T$ staff.",Petitioner,-1,0
"Some two hours later, the troopers arrested $T$ and charged him with first-degree murder.",thompson,-1,0
"Some two hours later, the troopers arrested $T$ and charged him with first-degree murder.", him,-1,0
$T$ failed to raise an objection at trial or to present an argument on appeal.,counsel,-1,0
"Finally, the $T$ played a videotape of petitioner Yarborough’s statement to detectives, describing how he was part of a large group that carried out the attack.",government,1,1
"In his opposition to the petition for certiorari, $T$ argued that this Court is without jurisdiction to review the nonfinal order in which the District Court rejected petitioner claim to absolute immunity.",respondent,1,1
"Respondents Irl Shutts, Robert $T$, and Betty Anderson filed suit against petitioner in Kansas state court, seeking interest payments on their suspended royalties  ",Anderson,1,1
"Respondents Irl Shutts, Robert $T$, and Betty Anderson filed suit against petitioner in Kansas state court, seeking interest payments on their suspended royalties  ",respondents,1,1
"Respondents Irl Shutts, Robert $T$, and Betty Anderson filed suit against petitioner in Kansas state court, seeking interest payments on their suspended royalties  ", Shutts,1,1
"Respondents Irl Shutts, Robert $T$, and Betty Anderson filed suit against petitioner in Kansas state court, seeking interest payments on their suspended royalties  ", Anderson,1,1
In this case Fitzgerald received substantial relief through the route provided by Congress: the Civil Service Commission ordered $T$ reinstated with backpay.,him,1,1
In this case Fitzgerald received substantial relief through the route provided by Congress: the Civil Service Commission ordered $T$ reinstated with backpay.,fitzgerald,1,1
"After discussion with her counsel, petitioner reaffirmed $T$ intention to plead guilty to all the charges.",her,-1,0
"After discussion with her counsel, petitioner reaffirmed $T$ intention to plead guilty to all the charges.", counsel,-1,0
"After discussion with her counsel, petitioner reaffirmed $T$ intention to plead guilty to all the charges.", her,-1,0
"Based on its independent review of the record, the Court of Appeals instead concluded that ""the jury must have found when it acquitted [petitioner] that [$T$] did not have any insider information that contradicted what was presented to the public.""",he,1,0
"Based on its independent review of the record, the Court of Appeals instead concluded that ""the jury must have found when it acquitted [petitioner] that [$T$] did not have any insider information that contradicted what was presented to the public.""",petitioner,1,0
But in response to further questions $T$ admitted shooting the policeman and having fired the first shot.,he,-1,0
$T$ discussed Fitzgerald dismissal with Air Force Secretary Robert Seamans.,Harlow,-1,0
"$T$ was sentenced to death, and the Pennsylvania Supreme Court affirmed.",he,-1,0
"Because the instant suit was prosecuted by the United States, and because $T$ property was forfeited to the United States, we have no occasion to address that question here",austin,-1,0
$T$ filed a complaint in District Court alleging,Pinhas,1,1
"In 2008, a confidential informant told $T$ that Lee had sold the informant approximately 200 ecstasy pills and two ounces of hydroponic marijuana over the course of eight years. ",federal officials,1,1
The jury at the guilt phase of trial found $T$ guilty on all counts,Rompilla,-1,0
$T$ conspired to exclude respondent,Petitioner,-1,0
how much cocaine the $T$ going to be able to show you were involved in,government,1,1
"That is precisely the Government’s position here: Elonis can be convicted, the Government contends, if he himself knew the contents and context of $T$ posts, and a reasonable person would have recognized that the posts would be read as genuine threats.",his,-1,0
"That is precisely the Government’s position here: Elonis can be convicted, the Government contends, if he himself knew the contents and context of $T$ posts, and a reasonable person would have recognized that the posts would be read as genuine threats.",elonis,-1,0
"That is precisely the Government’s position here: Elonis can be convicted, the Government contends, if he himself knew the contents and context of $T$ posts, and a reasonable person would have recognized that the posts would be read as genuine threats.", he,-1,0
he retained $T$ employment with the Agency,his,1,0
he retained $T$ employment with the Agency,he,1,0
"asserting a violation, inter alia, of 1 of the Sherman Act by $T$ and other Petitioner, including several doctors.",Midway,1,0
"asserting a violation, inter alia, of 1 of the Sherman Act by $T$ and other Petitioner, including several doctors.", Petitioner,1,0
"$T$ complained to the Civil Service Commission, alleging that his separation represented unlawful retaliation for his congressional testimony.",respondent,1,1
"$T$ complained to the Civil Service Commission, alleging that his separation represented unlawful retaliation for his congressional testimony.", his,1,1
"$T$ admitted that the drugs were his, and a grand jury indicted him on one count of possessing ecstasy with intent to distribute.",lee,-1,0
"$T$ admitted that the drugs were his, and a grand jury indicted him on one count of possessing ecstasy with intent to distribute.", his,-1,0
"$T$ admitted that the drugs were his, and a grand jury indicted him on one count of possessing ecstasy with intent to distribute.", him,-1,0
Eleventh Circuit precedent did not preclude $T$ from holding that belief,franks,1,1
his $T$ had provided constitutionally ineffective assistance.,attorney,0,0
his $T$ had provided constitutionally ineffective assistance.,his,-1,0
"Denying the defendant motion for summary judgment, the court held that $T$ had stated triable causes of action under two federal statutes and the First Amendment, and that petitioner was not entitled to claim absolute Presidential immunity.",respondent,-1,0
"Denying the defendant motion for summary judgment, the court held that $T$ had stated triable causes of action under two federal statutes and the First Amendment, and that petitioner was not entitled to claim absolute Presidential immunity.", petitioner,-1,0
"Thompson maintained that the troopers gained $T$ confession without according him the warnings required by Miranda v. Arizona, 384 U.S. 436 .",his,1,0
"Thompson maintained that the troopers gained $T$ confession without according him the warnings required by Miranda v. Arizona, 384 U.S. 436 .",thompson,1,0
"Thompson maintained that the troopers gained $T$ confession without according him the warnings required by Miranda v. Arizona, 384 U.S. 436 .", him,1,0
"Before accepting her plea, the District Court made the inquiries required by Federal Rule of Criminal Procedure 11; told petitioner that she faced a mandatory minimum of 1 year in prison for distributing cocaine, but a 10-year minimum for conspiracy if the Government could show the required 5 kilograms; and explained that by pleading guilty she would be waiving, inter alia, $T$ right ""at trial to remain silent.""",her,-1,0
"Before accepting her plea, the District Court made the inquiries required by Federal Rule of Criminal Procedure 11; told petitioner that she faced a mandatory minimum of 1 year in prison for distributing cocaine, but a 10-year minimum for conspiracy if the Government could show the required 5 kilograms; and explained that by pleading guilty she would be waiving, inter alia, $T$ right ""at trial to remain silent.""", petitioner,-1,0
"Before accepting her plea, the District Court made the inquiries required by Federal Rule of Criminal Procedure 11; told petitioner that she faced a mandatory minimum of 1 year in prison for distributing cocaine, but a 10-year minimum for conspiracy if the Government could show the required 5 kilograms; and explained that by pleading guilty she would be waiving, inter alia, $T$ right ""at trial to remain silent.""", she,-1,0
"Before accepting her plea, the District Court made the inquiries required by Federal Rule of Criminal Procedure 11; told petitioner that she faced a mandatory minimum of 1 year in prison for distributing cocaine, but a 10-year minimum for conspiracy if the Government could show the required 5 kilograms; and explained that by pleading guilty she would be waiving, inter alia, $T$ right ""at trial to remain silent.""", her,-1,0
"Reilly asserted that because $T$ Schedule C notified Schwab of her intent to exempt the full value of her business equipment, he was obliged to object if he wished to preserve the estate right to retain any value in the equipment in excess of the $10,718 she estimated.",her,1,1
"Reilly asserted that because $T$ Schedule C notified Schwab of her intent to exempt the full value of her business equipment, he was obliged to object if he wished to preserve the estate right to retain any value in the equipment in excess of the $10,718 she estimated.",reilly,1,1
"Reilly asserted that because $T$ Schedule C notified Schwab of her intent to exempt the full value of her business equipment, he was obliged to object if he wished to preserve the estate right to retain any value in the equipment in excess of the $10,718 she estimated.", her,1,1
"Reilly asserted that because $T$ Schedule C notified Schwab of her intent to exempt the full value of her business equipment, he was obliged to object if he wished to preserve the estate right to retain any value in the equipment in excess of the $10,718 she estimated.", she,1,1
Everyone agrees that respondent Cheryl Churchill was fired because of what $T$ said in a conversation with coworkers during a dinner break,she,-1,1
Everyone agrees that respondent Cheryl Churchill was fired because of what $T$ said in a conversation with coworkers during a dinner break,Respondent Cheryl Churchill,-1,1
"She argued that by equating on Schedule C the total value of the exemptions she claimed in the equipment with the equipment estimated market value, $T$ had put Schwab and her creditors on notice that she intended to exempt the equipment full value, even if that amount turned out to be more than the dollar amount she declared, and more than the Code allowed.",she,1,1
"She argued that by equating on Schedule C the total value of the exemptions she claimed in the equipment with the equipment estimated market value, $T$ had put Schwab and her creditors on notice that she intended to exempt the equipment full value, even if that amount turned out to be more than the dollar amount she declared, and more than the Code allowed.", she,1,1
"She argued that by equating on Schedule C the total value of the exemptions she claimed in the equipment with the equipment estimated market value, $T$ had put Schwab and her creditors on notice that she intended to exempt the equipment full value, even if that amount turned out to be more than the dollar amount she declared, and more than the Code allowed.", her,1,1
"In 2003, a police detective tried to question respondent Shatzer, who was incarcerated at a Maryland prison pursuant to a prior conviction, about allegations that $T$ had sexually abused his son.",he,-1,1
"In 2003, a police detective tried to question respondent Shatzer, who was incarcerated at a Maryland prison pursuant to a prior conviction, about allegations that $T$ had sexually abused his son.",respondent shatzer,-1,1
"In 2003, a police detective tried to question respondent Shatzer, who was incarcerated at a Maryland prison pursuant to a prior conviction, about allegations that $T$ had sexually abused his son.", his,-1,1
$T$ emphasizes the tentativeness of the President statement,Harlow,1,0
"As the $T$ Plan recognized, women were most egregiously underrepresented in the Skilled Craft job category, since none of the 238 positions was occupied by a woman.",agency,1,1
she proved that $T$ refused her service because of a state-enforced custom of racial segregation in public restaurants.,respondent,-1,1
"In Pierce, we considered whether the District Court had properly awarded attorney fees based on a determination that the $T$ litigation position was not ""substantially justified"" within the meaning of the Equal Access to Justice Act, 28 U. S. C. §2412(d).",government,-1,1
He assisted $T$ in the prosecution of liquor cases,Glasser,1,0
$T$ had failed.,shatzer,-1,1
"$T$ speech is entitled to First Amendment protection, but because respondent Franks is entitled to qualified immunity, we affirm the judgment of the Eleventh Circuit as to the claims against Franks in his individual capacity.",lane,-1,0
"The state trial and appellate courts determined that Thompson was not ""in custody"" when $T$ confessed.",he,1,0
"The state trial and appellate courts determined that Thompson was not ""in custody"" when $T$ confessed.",thompson,1,0
her reservation may have put the $T$ to its proof as to the amount of drugs,government,1,1
"Petitioner, Jackson, has filed a petition for habeas corpus in the Federal District Court asserting that $T$ conviction for murder in the New York courts is invalid because it was founded upon a confession not properly [378 U.S. 368, 370] determined to be voluntary.",his,1,0
"Petitioner, Jackson, has filed a petition for habeas corpus in the Federal District Court asserting that $T$ conviction for murder in the New York courts is invalid because it was founded upon a confession not properly [378 U.S. 368, 370] determined to be voluntary.",petitioner,1,0
$T$ argues generally that nearly eight years of discovery have failed to turn up any evidence that he caused injury to Fitzgerald.,he,1,0
$T$ argues generally that nearly eight years of discovery have failed to turn up any evidence that he caused injury to Fitzgerald., he,1,0
"The $T$ in the present case, Paul E. Johnson, had been an employer of the Agency since 1967, coming there from a private company where he had been a road dispatcher for 17 years.",petitioner,1,0
"The $T$ in the present case, Paul E. Johnson, had been an employer of the Agency since 1967, coming there from a private company where he had been a road dispatcher for 17 years.", he,1,0
"$T$ took a collateral appeal of the immunity decision to the Court of Appeals, which dismissed summarily.",petitioner,-1,0
"$T$ agreed to pay the higher royalty only if the royalty owners would provide petitioner with a bond or indemnity for the increase, plus interest, in case the price increase was not ultimately approved and a refund was due to the customers.",petitioner,1,0
"$T$ F. Scott Yeager served as Senior Vice President of Strategic Development for EBS from October 1, 1998, until his employment was terminated a few months before Enron filed for bankruptcy on December 2, 2001.",petitioner,-1,0
"$T$ F. Scott Yeager served as Senior Vice President of Strategic Development for EBS from October 1, 1998, until his employment was terminated a few months before Enron filed for bankruptcy on December 2, 2001.", his,-1,0
$T$ failed to prove other instances of whites having been refused service,petitioner,-1,0
"proving the prior conviction, and that it would emphasize $T$ violent character by introducing a transcript of the rape victim trial testimony. 
",his,-1,0
"The jury found $T$ guilty of first degree murder, the New York Court of Appeals affirmed and this Court denied certiorari.",petitioner,-1,0
" $T$ establishes the ""property claimed as exempt"" as the full value of the asset, whatever that turns out to be.",she,1,1
"Applying the two-part test for ineffective assistance claims from Strickland v. Washington, 466 U. S. 668, the Sixth Circuit concluded that, while the Government conceded that $T$’s counsel had performed deficiently, Lee could not show that he was prejudiced by his attorney’s erroneous advice.",lee,-1,0
"Applying the two-part test for ineffective assistance claims from Strickland v. Washington, 466 U. S. 668, the Sixth Circuit concluded that, while the Government conceded that $T$’s counsel had performed deficiently, Lee could not show that he was prejudiced by his attorney’s erroneous advice.", counsel,-1,0
"Applying the two-part test for ineffective assistance claims from Strickland v. Washington, 466 U. S. 668, the Sixth Circuit concluded that, while the Government conceded that $T$’s counsel had performed deficiently, Lee could not show that he was prejudiced by his attorney’s erroneous advice.", attorney,1,0
"Applying the two-part test for ineffective assistance claims from Strickland v. Washington, 466 U. S. 668, the Sixth Circuit concluded that, while the Government conceded that $T$’s counsel had performed deficiently, Lee could not show that he was prejudiced by his attorney’s erroneous advice.", he,-1,0
"Applying the two-part test for ineffective assistance claims from Strickland v. Washington, 466 U. S. 668, the Sixth Circuit concluded that, while the Government conceded that $T$’s counsel had performed deficiently, Lee could not show that he was prejudiced by his attorney’s erroneous advice.", his,-1,0
$T$ made false and misleading statements at the January 20,petitioner,-1,0
Ballew apparently made an error and $T$ had to cover for her.,Churchill,-1,1
"The suit arises out of $T$ refusal to serve lunch to Miss Adickes at its restaurant facilities in its Hattiesburg, Mississippi, store on August 14, 1964, and Miss Adickes subsequent arrest upon her departure from the store by the Hattiesburg police on a charge of vagrancy.",Kress,-1,1
"It reasoned that petitioner ""did not dispute"" the $T$ theory that he ""helped shape the message"" of the allegedly fraudulent presentations made at the analyst conference, and therefore rejected the District Court conclusion that the jury had ""acquitted [petitioner] on the groun[d] that he did not participate in the fraud.""",Government,1,1
"He simply disagrees with $T$ that this ""identical listing put [him] on notice that Reilly intended to exempt the property fully,"" regardless whether its value exceeded the exemption limits the Code prescribes.",reilly,-1,1
His attorney assured $T$ there was nothing to worry about—the Government would not deport him if he pleaded guilty.,him,1,0
His attorney assured $T$ there was nothing to worry about—the Government would not deport him if he pleaded guilty.,his,1,0
His attorney assured $T$ there was nothing to worry about—the Government would not deport him if he pleaded guilty., attorney,0,0
His attorney assured $T$ there was nothing to worry about—the Government would not deport him if he pleaded guilty., him,1,0
His attorney assured $T$ there was nothing to worry about—the Government would not deport him if he pleaded guilty., he,1,0
"Her counsel argued, however, that the three documented sales to Mack constituted the only evidence of sufficient reliability to be credited in determining the quantity of cocaine attributable to $T$ for sentencing purposes.",her,1,0
"Her counsel argued, however, that the three documented sales to Mack constituted the only evidence of sufficient reliability to be credited in determining the quantity of cocaine attributable to $T$ for sentencing purposes.", counsel,0,0
"In January 1970, during the Presidency of petitioner Richard M. Nixon, $T$ was dismissed from his job during a departmental reorganization and reduction in force",respondent,-1,1
"In January 1970, during the Presidency of petitioner Richard M. Nixon, $T$ was dismissed from his job during a departmental reorganization and reduction in force", his,-1,1
"Lane learned of the subject matter of $T$ testimony in the course of his employment with CITY, Garcetti",his,1,0
"Lane learned of the subject matter of $T$ testimony in the course of his employment with CITY, Garcetti",lane,1,0
"Lane learned of the subject matter of $T$ testimony in the course of his employment with CITY, Garcetti", his,1,0
"The second count of her complaint, alleging that both the refusal of service and her subsequent arrest were the product of a conspiracy between Kress and the $T$, was dismissed before trial on a motion for summary judgment.",Hattiesburg police,1,1
"The second count of her complaint, alleging that both the refusal of service and her subsequent arrest were the product of a conspiracy between Kress and the $T$, was dismissed before trial on a motion for summary judgment.",Kress,1,1
"Lane sued Franks in $T$ individual and official capacities under 42 U. S. C. §1983, alleging that Franks had violated the First Amendment by firing him in retaliation for testifying against Schmitz.",his,1,0
"Lane sued Franks in $T$ individual and official capacities under 42 U. S. C. §1983, alleging that Franks had violated the First Amendment by firing him in retaliation for testifying against Schmitz.",lane,1,0
"Lane sued Franks in $T$ individual and official capacities under 42 U. S. C. §1983, alleging that Franks had violated the First Amendment by firing him in retaliation for testifying against Schmitz.", him,1,0
Abosketes referred frequently to $T$ in his testimony and indicated,Glasser,-1,0
"Together with their codefendant Richard Nixon, Petitioner $T$ and Butterfield moved for summary judgment on February 12, 1980.",Harlow,1,0
"Together with their codefendant Richard Nixon, Petitioner $T$ and Butterfield moved for summary judgment on February 12, 1980.",Petitioner,1,0
"Together with their codefendant Richard Nixon, Petitioner $T$ and Butterfield moved for summary judgment on February 12, 1980.", Butterfield,1,0
